track_name,track_pop,artist,artist_pop,album,length,track_uri,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,rank,song_name,artist_name,total_likes_count,number_of_videos,number_of_videos_last_14days,youtube_platform_id,spotify_platform_id,tiktok_platform_id,itunes_platform_id,itunes_album_platform_id,song_guid
snowfall,88,Øneheart,72,snowfall,124065,spotify:track:4xF4ZBGPZKxECeDFrqSAG4,0.466,0.0918,10,-26.813,1,0.0269,0.929,0.803,0.439,0.0841,95.014,audio_features,4xF4ZBGPZKxECeDFrqSAG4,spotify:track:4xF4ZBGPZKxECeDFrqSAG4,https://api.spotify.com/v1/tracks/4xF4ZBGPZKxECeDFrqSAG4,https://api.spotify.com/v1/audio-analysis/4xF4ZBGPZKxECeDFrqSAG4,124066,4,601,snowfall,Øneheart & reidenshi,526912708,1342852,142852,OtLcqr3RQJY,4xF4ZBGPZKxECeDFrqSAG4,7043672073613936641,1601135215,1601135214,nHViH3EA7osd
Barbie Girl,0,Aqua,75,Aquarium,197906,spotify:track:7atIHMnLUJ5ikdnosz1GwU,0.81,0.956,1,-5.753,0,0.0367,0.0167,0.281,0.35,0.961,129.996,audio_features,7atIHMnLUJ5ikdnosz1GwU,spotify:track:7atIHMnLUJ5ikdnosz1GwU,https://api.spotify.com/v1/tracks/7atIHMnLUJ5ikdnosz1GwU,https://api.spotify.com/v1/audio-analysis/7atIHMnLUJ5ikdnosz1GwU,197907,4,603,Aqua - Barbie Girl (Official Music Video),Aqua,118241854,1300000,607980,ZyhrYis509A,7atIHMnLUJ5ikdnosz1GwU,6699320201009171201,1443758761,1443758468,xOtZqcjDqFj4
I'm Alive,0,Céline Dion,72,A New Day Has Come,210226,spotify:track:3qjXFLKMp4zfMmugEGPaBx,0.691,0.64,8,-5.087,1,0.0384,0.0247,5.24e-06,0.2,0.452,101.991,audio_features,3qjXFLKMp4zfMmugEGPaBx,spotify:track:3qjXFLKMp4zfMmugEGPaBx,https://api.spotify.com/v1/tracks/3qjXFLKMp4zfMmugEGPaBx,https://api.spotify.com/v1/audio-analysis/3qjXFLKMp4zfMmugEGPaBx,210227,4,604,Céline Dion - I'm Alive (Official HD Video),Celine Dion,19154501,1300000,128568,NJsa6-y4sDs,3qjXFLKMp4zfMmugEGPaBx,6776069967189116929,1481512978,1481512614,ruUvZLLlv02G
Blade Runner 2049,55,Synthwave Goose,35,Blade Runner 2049,228019,spotify:track:3Bj2mrlp3tALHO5U3mK8zM,0.573,0.458,0,-16.739,0,0.0369,0.896,0.902,0.125,0.0364,116.029,audio_features,3Bj2mrlp3tALHO5U3mK8zM,spotify:track:3Bj2mrlp3tALHO5U3mK8zM,https://api.spotify.com/v1/tracks/3Bj2mrlp3tALHO5U3mK8zM,https://api.spotify.com/v1/audio-analysis/3Bj2mrlp3tALHO5U3mK8zM,228020,4,606,Synthwave goose - Blade Runner 2049,Synthwave Goose,1291893490,1300000,71428,_gYjh863j4g,3Bj2mrlp3tALHO5U3mK8zM,6839324086548563969,1388979332,1388978818,zpn5amKyruZC
Funky Town,21,The Dance Queen Group,14,"100 travolgenti balli di gruppo - Gangnam Style, Harlem Shake, Bella Vita, Zumba he Zumba ha, Cowboy Viado, Pongame (Soca Soca), O malea simpalao..., Esta noche hay fiesta, El train, Ciapa la galeina",249293,spotify:track:4HVCZ7ZuxT5pQkYMd9tBOp,0.85,0.683,0,-12.523,1,0.0434,4.5e-05,0.8,0.0623,0.206,121.087,audio_features,4HVCZ7ZuxT5pQkYMd9tBOp,spotify:track:4HVCZ7ZuxT5pQkYMd9tBOp,https://api.spotify.com/v1/tracks/4HVCZ7ZuxT5pQkYMd9tBOp,https://api.spotify.com/v1/audio-analysis/4HVCZ7ZuxT5pQkYMd9tBOp,249293,4,608,The Dance Queen Group - Funky Town,The Dance Queen Group,565106469,1300000,0,SszOs1MAoiU,4HVCZ7ZuxT5pQkYMd9tBOp,6703171955052251137,263416410,263416403,7JorlpHck4QG
Material Girl,43,Madonna,79,Celebration,240280,spotify:track:43f5cRyu4Wgnuf2t3AdZzL,0.742,0.883,0,-3.419,1,0.0329,0.333,7.51e-06,0.0964,0.978,136.506,audio_features,43f5cRyu4Wgnuf2t3AdZzL,spotify:track:43f5cRyu4Wgnuf2t3AdZzL,https://api.spotify.com/v1/tracks/43f5cRyu4Wgnuf2t3AdZzL,https://api.spotify.com/v1/audio-analysis/43f5cRyu4Wgnuf2t3AdZzL,240280,4,609,Madonna - Material Girl (Official Video) [HD],madonna,563851334,1300000,0,6p-lDYPR2P8,43f5cRyu4Wgnuf2t3AdZzL,96169040,328955333,328955305,G2UUMIX0NeKR
Taste It,27,TELL YOUR STORY music by Ikson™,43,Taste It,143492,spotify:track:6VbOfyC6G9Rfn9KlWmoDYi,0.788,0.802,11,-8.069,1,0.0519,0.0171,0.851,0.103,0.123,124.063,audio_features,6VbOfyC6G9Rfn9KlWmoDYi,spotify:track:6VbOfyC6G9Rfn9KlWmoDYi,https://api.spotify.com/v1/tracks/6VbOfyC6G9Rfn9KlWmoDYi,https://api.spotify.com/v1/audio-analysis/6VbOfyC6G9Rfn9KlWmoDYi,143493,4,610,#118 Taste It (Official),Ikson®,416573299,1300000,0,U7gYY7MFoVY,6VbOfyC6G9Rfn9KlWmoDYi,6810180997917722626,1491380333,1491380332,kZrUZmkahBNN
SexyBack (feat. Timbaland),81,Justin Timberlake,77,FutureSex/LoveSounds,242733,spotify:track:0O45fw2L5vsWpdsOdXwNAR,0.967,0.583,7,-5.562,0,0.0789,0.0584,0.0,0.0519,0.964,117.0,audio_features,0O45fw2L5vsWpdsOdXwNAR,spotify:track:0O45fw2L5vsWpdsOdXwNAR,https://api.spotify.com/v1/tracks/0O45fw2L5vsWpdsOdXwNAR,https://api.spotify.com/v1/audio-analysis/0O45fw2L5vsWpdsOdXwNAR,242733,4,611,Justin Timberlake - SexyBack (Official Video) ft. Timbaland,Justin Timberlake,409177184,1300000,0,3gOHvDP_vCs,0O45fw2L5vsWpdsOdXwNAR,6696418458814384129,187666051,187665948,yyYna8QmM4Qf
Calm Lofi Song Tiktok,12,Gxlherm Beats,27,Calm Lofi Song Tiktok,128007,spotify:track:65Kx6NFmyOWf6eYHEIXLoz,0.773,0.394,4,-6.438,0,0.29,0.323,0.804,0.203,0.419,74.96,audio_features,65Kx6NFmyOWf6eYHEIXLoz,spotify:track:65Kx6NFmyOWf6eYHEIXLoz,https://api.spotify.com/v1/tracks/65Kx6NFmyOWf6eYHEIXLoz,https://api.spotify.com/v1/audio-analysis/65Kx6NFmyOWf6eYHEIXLoz,128008,4,612,Calm LoFi Song (882353) | by: S_R,Audiostock,368301213,1300000,0,Waot4LGNpL4,65Kx6NFmyOWf6eYHEIXLoz,6886912570821707777,,,qAAMRJphOcjQ
Way down We Go,71,KALEO,68,Way down We Go,219560,spotify:track:7aUuoq4oMfLxaLa5GVUDHi,0.59,0.578,10,-5.798,0,0.0528,0.612,0.000162,0.0837,0.264,81.663,audio_features,7aUuoq4oMfLxaLa5GVUDHi,spotify:track:7aUuoq4oMfLxaLa5GVUDHi,https://api.spotify.com/v1/tracks/7aUuoq4oMfLxaLa5GVUDHi,https://api.spotify.com/v1/audio-analysis/7aUuoq4oMfLxaLa5GVUDHi,219560,4,615,KALEO - Way Down We Go (Official Music Video),KALEO,313615815,1300000,0,0-7IHOXkiV8,7aUuoq4oMfLxaLa5GVUDHi,6704985044194166786,1107254996,1107254993,er5h3UTlwmzB
