track_name,track_pop,artist,artist_pop,album,length,track_uri,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,rank,song_name,artist_name,total_likes_count,number_of_videos,number_of_videos_last_14days,youtube_platform_id,spotify_platform_id,tiktok_platform_id,itunes_platform_id,itunes_album_platform_id,song_guid
Different 'Round Here,7,Riley Green,67,Soundtrack To Summer 2020,183333,spotify:track:5wf8RbxaMGmAM7INg6mQy3,0.502,0.678,1,-6.466,1,0.0293,0.00417,7.16e-06,0.0796,0.421,142.043,audio_features,5wf8RbxaMGmAM7INg6mQy3,spotify:track:5wf8RbxaMGmAM7INg6mQy3,https://api.spotify.com/v1/tracks/5wf8RbxaMGmAM7INg6mQy3,https://api.spotify.com/v1/audio-analysis/5wf8RbxaMGmAM7INg6mQy3,183333,4,4601,Different 'Round Here,Riley Green,49480029,194400,225,k3Rg803nkTw,5wf8RbxaMGmAM7INg6mQy3,6737507988526860290,1479127844,1479127841,dqh7KRWd8OtX
Deixa (feat. Ana Gabriela),73,Lagum,65,Deixa (feat. Ana Gabriela),176025,spotify:track:3fLqmaO4vvZpFZSZy52VMp,0.554,0.326,0,-8.223,1,0.0599,0.822,0.0,0.193,0.331,81.998,audio_features,3fLqmaO4vvZpFZSZy52VMp,spotify:track:3fLqmaO4vvZpFZSZy52VMp,https://api.spotify.com/v1/tracks/3fLqmaO4vvZpFZSZy52VMp,https://api.spotify.com/v1/audio-analysis/3fLqmaO4vvZpFZSZy52VMp,176025,4,4602,Lagum - Deixa (Videoclipe) ft. Ana Gabriela,LAGUM,2094174,194316,-643,9_egsWu-B7M,3fLqmaO4vvZpFZSZy52VMp,5000000001346876233,1346876233,1346875804,RaiG3Jy1Aw5y
คาสโนวี่,8,Aof Supanat,0,คาสโนวี่,176118,spotify:track:24WKI5wLzMTyc8mjp2owxp,0.862,0.936,8,-4.664,1,0.0987,0.0703,2.25e-06,0.097,0.972,139.988,audio_features,24WKI5wLzMTyc8mjp2owxp,spotify:track:24WKI5wLzMTyc8mjp2owxp,https://api.spotify.com/v1/tracks/24WKI5wLzMTyc8mjp2owxp,https://api.spotify.com/v1/audio-analysis/24WKI5wLzMTyc8mjp2owxp,176119,4,4603,คาสโนวี่,Aof Supanat,12100594,194300,6100,,24WKI5wLzMTyc8mjp2owxp,6924797388041226242,,,PSuAQg7b7OsU
DO IT AGAIN (feat. 2Rare),36,NLE Choppa,79,DO IT AGAIN (feat. 2Rare) [Sped Up + Slowed Down Versions],213206,spotify:track:4VpyHXR8RLFkibS7PALNE2,0.806,0.64,11,-7.398,0,0.317,0.0864,0.0,0.201,0.716,160.054,audio_features,4VpyHXR8RLFkibS7PALNE2,spotify:track:4VpyHXR8RLFkibS7PALNE2,https://api.spotify.com/v1/tracks/4VpyHXR8RLFkibS7PALNE2,https://api.spotify.com/v1/audio-analysis/4VpyHXR8RLFkibS7PALNE2,213206,4,4604,NLE Choppa - Do It Again (ft. @2rareee) [Official Music Video],NLE choppa 💜 & 2RARE🇬🇭🇳🇬,134686274,194300,-2721,AhWNDJhghKk,4VpyHXR8RLFkibS7PALNE2,7150674336678938626,1647935978,1647935857,1brirD2cYvJu
Eh God (Barnabas),62,Kizz Daniel,66,Barnabas,184800,spotify:track:2Ydj7wgn4ZrFFQsfFBTTYJ,0.855,0.854,0,-5.708,0,0.0901,0.14,0.318,0.379,0.658,111.081,audio_features,2Ydj7wgn4ZrFFQsfFBTTYJ,spotify:track:2Ydj7wgn4ZrFFQsfFBTTYJ,https://api.spotify.com/v1/tracks/2Ydj7wgn4ZrFFQsfFBTTYJ,https://api.spotify.com/v1/audio-analysis/2Ydj7wgn4ZrFFQsfFBTTYJ,184800,4,4606,Kizz Daniel - Eh God (Barnabas) (Official Lyric Video),Kizz Daniel,4487673,194200,200,5ALEAs4FxEA,2Ydj7wgn4ZrFFQsfFBTTYJ,7024617920865798145,1592758091,1592757749,kiWUVhOfpEDr
I Love You,57,EXID,50,I Love You,194699,spotify:track:7n2HVHWqFsyAOs5HqmE1Dl,0.695,0.832,9,-3.455,0,0.0288,0.000371,0.000483,0.469,0.249,111.997,audio_features,7n2HVHWqFsyAOs5HqmE1Dl,spotify:track:7n2HVHWqFsyAOs5HqmE1Dl,https://api.spotify.com/v1/tracks/7n2HVHWqFsyAOs5HqmE1Dl,https://api.spotify.com/v1/audio-analysis/7n2HVHWqFsyAOs5HqmE1Dl,194699,4,4607,[EXID(이엑스아이디)] 알러뷰 (I LOVE YOU) M/V (Official Music Video),EXID(이엑스아이디),5648414,194200,0,SAdmzjsFVQo,7n2HVHWqFsyAOs5HqmE1Dl,6626242189942852354,,,oaonvGy2jj5y
Sunday Best,79,Surfaces,66,Where the Light Is,158571,spotify:track:1Cv1YLb4q0RzL6pybtaMLo,0.878,0.525,5,-6.832,1,0.0578,0.183,0.0,0.0714,0.694,112.022,audio_features,1Cv1YLb4q0RzL6pybtaMLo,spotify:track:1Cv1YLb4q0RzL6pybtaMLo,https://api.spotify.com/v1/tracks/1Cv1YLb4q0RzL6pybtaMLo,https://api.spotify.com/v1/audio-analysis/1Cv1YLb4q0RzL6pybtaMLo,158571,4,4608,Surfaces - Sunday Best (Official Music Video),surfaces,175085715,194200,-1200,_83KqwEEGw4,1Cv1YLb4q0RzL6pybtaMLo,6712879170440923910,1526752921,1526752919,TbtL7zYiKXQo
Pump,53,Valentino Khan,52,Pump,183750,spotify:track:5wojyanOP6dtCtOMjcxI1i,0.806,0.945,6,-2.378,1,0.0482,0.00188,0.811,0.0662,0.696,127.984,audio_features,5wojyanOP6dtCtOMjcxI1i,spotify:track:5wojyanOP6dtCtOMjcxI1i,https://api.spotify.com/v1/tracks/5wojyanOP6dtCtOMjcxI1i,https://api.spotify.com/v1/audio-analysis/5wojyanOP6dtCtOMjcxI1i,183750,4,4609,Valentino Khan - Pump (Official Music Video),VALENTINO KHAN,11781821,194180,-280,slPqxkqRvqo,5wojyanOP6dtCtOMjcxI1i,250434193980014592,1232376643,1232376459,lG8qsfdu6MYV
Misunderstood,26,M. M. Keeravani,60,RRR Ost Vol-6,125708,spotify:track:2XQrDznxhrmRHMziCXv0FX,0.452,0.447,7,-20.322,1,0.0484,0.778,0.8,0.0982,0.0359,120.092,audio_features,2XQrDznxhrmRHMziCXv0FX,spotify:track:2XQrDznxhrmRHMziCXv0FX,https://api.spotify.com/v1/tracks/2XQrDznxhrmRHMziCXv0FX,https://api.spotify.com/v1/audio-analysis/2XQrDznxhrmRHMziCXv0FX,125708,4,4610,original sound - RJ KEVAR,RJ KEVAR,5583659,194100,0,,2XQrDznxhrmRHMziCXv0FX,6813311954837408514,,,AxdYvtlfqQ3l
Baby Shark,80,Pinkfong,64,Pinkfong Animal Songs,80927,spotify:track:5ygDXis42ncn6kYG14lEVG,0.829,0.886,8,-1.746,1,0.112,0.259,0.0,0.0559,0.777,115.056,audio_features,5ygDXis42ncn6kYG14lEVG,spotify:track:5ygDXis42ncn6kYG14lEVG,https://api.spotify.com/v1/tracks/5ygDXis42ncn6kYG14lEVG,https://api.spotify.com/v1/audio-analysis/5ygDXis42ncn6kYG14lEVG,80927,4,4612,Baby Shark Dance | #babyshark Most Viewed Video | Animal Songs | PINKFONG Songs for Children,핑크퐁 Pinkfong,28220777,194018,48,XqZsoesa55w,5ygDXis42ncn6kYG14lEVG,6720955627645962241,1264976429,1264976423,6sNAHNa1ouof
Roar,0,Katy Perry,82,PRISM (Deluxe),223546,spotify:track:3bDGwl0X3EjQmIyFD1uif5,0.56,0.756,7,-4.817,0,0.0415,0.00635,1.29e-05,0.55,0.404,179.771,audio_features,3bDGwl0X3EjQmIyFD1uif5,spotify:track:3bDGwl0X3EjQmIyFD1uif5,https://api.spotify.com/v1/tracks/3bDGwl0X3EjQmIyFD1uif5,https://api.spotify.com/v1/audio-analysis/3bDGwl0X3EjQmIyFD1uif5,223546,4,4613,Katy Perry - Roar,Katy Perry,22186895,194000,1960,CevxZvSJLk8,3bDGwl0X3EjQmIyFD1uif5,6790838407577733122,1440818897,1440818542,paRBXbdTelcy
16 Shots,0,Stefflon Don,64,Real Ting Mixtape,224727,spotify:track:70t0381RsfUbBCXP9lXovo,0.684,0.79,3,-4.871,0,0.0735,0.0271,0.000371,0.0854,0.549,95.083,audio_features,70t0381RsfUbBCXP9lXovo,spotify:track:70t0381RsfUbBCXP9lXovo,https://api.spotify.com/v1/tracks/70t0381RsfUbBCXP9lXovo,https://api.spotify.com/v1/audio-analysis/70t0381RsfUbBCXP9lXovo,224728,4,4614,Stefflon Don - 16 Shots (Official Video),DON,9313739,194000,-380,m5TIDDx57-0,70t0381RsfUbBCXP9lXovo,6613971206154488577,1445290203,1445290201,MvuYBWYCEoiv
Snapchat,58,Ruger,62,The Second Wave,206775,spotify:track:10m1yYuud3w7bb43srjbWi,0.809,0.454,1,-5.715,1,0.0429,0.121,0.000177,0.218,0.309,94.033,audio_features,10m1yYuud3w7bb43srjbWi,spotify:track:10m1yYuud3w7bb43srjbWi,https://api.spotify.com/v1/tracks/10m1yYuud3w7bb43srjbWi,https://api.spotify.com/v1/audio-analysis/10m1yYuud3w7bb43srjbWi,206775,4,4615,Ruger - Snapchat (Official Video),Ruger,4111823,194000,-413,ECU44OYzfb4,10m1yYuud3w7bb43srjbWi,7028184497837344770,1594178995,1594178990,MOPQNqxePNIy
Moment,42,Yael Naim,48,Mon Bébé (Original Motion Picture Soundtrack),191226,spotify:track:16HVvEaGGjGD5oFxFF4x8r,0.533,0.138,7,-21.361,1,0.0499,0.993,0.91,0.118,0.728,130.678,audio_features,16HVvEaGGjGD5oFxFF4x8r,spotify:track:16HVvEaGGjGD5oFxFF4x8r,https://api.spotify.com/v1/tracks/16HVvEaGGjGD5oFxFF4x8r,https://api.spotify.com/v1/audio-analysis/16HVvEaGGjGD5oFxFF4x8r,191227,4,4616,New Soul（Tik Tok Remix）,Yael Naim,10883379,193980,-280,,16HVvEaGGjGD5oFxFF4x8r,6575046034500619010,1454521092,1454520358,0dMAHOsYmP1Q
911 (Remix),74,Sech,79,911 (Remix),208631,spotify:track:27RSJHEA99Y0Vsow7nA37A,0.816,0.71,7,-3.728,1,0.0398,0.165,0.0,0.292,0.784,93.02,audio_features,27RSJHEA99Y0Vsow7nA37A,spotify:track:27RSJHEA99Y0Vsow7nA37A,https://api.spotify.com/v1/tracks/27RSJHEA99Y0Vsow7nA37A,https://api.spotify.com/v1/audio-analysis/27RSJHEA99Y0Vsow7nA37A,208631,4,4617,"Sech, Jhay Cortez - 911 REMIX (Video Oficial)",SechMusic,48424295,193900,-550,iHz_4r1nhzc,27RSJHEA99Y0Vsow7nA37A,6925656740470753281,1574998381,1574998366,H2HDxcdUAGbT
Livin' On Love,61,Alan Jackson,71,34 Number Ones,228733,spotify:track:26iYJEimPCE0ozDlpj0UFN,0.705,0.669,9,-5.974,1,0.0262,0.163,3.41e-06,0.0966,0.673,118.539,audio_features,26iYJEimPCE0ozDlpj0UFN,spotify:track:26iYJEimPCE0ozDlpj0UFN,https://api.spotify.com/v1/tracks/26iYJEimPCE0ozDlpj0UFN,https://api.spotify.com/v1/audio-analysis/26iYJEimPCE0ozDlpj0UFN,228733,4,4618,Alan Jackson - Livin' On Love (Official Music Video),Alan Jackson,3817249,193800,5613,DDXLmYyFu4I,26iYJEimPCE0ozDlpj0UFN,297271121807138816,565653290,565653262,dv0s26tYIjH9
SOLO,76,JENNIE,66,SOLO,169566,spotify:track:2wVDWtLKXunswWecARNILj,0.751,0.642,3,-5.165,0,0.087,0.0861,0.0,0.0953,0.388,95.045,audio_features,2wVDWtLKXunswWecARNILj,spotify:track:2wVDWtLKXunswWecARNILj,https://api.spotify.com/v1/tracks/2wVDWtLKXunswWecARNILj,https://api.spotify.com/v1/audio-analysis/2wVDWtLKXunswWecARNILj,169567,4,4620,JENNIE - 'SOLO' M/V,제니 (JENNIE),9001052,193800,-250,b73BI9eUkjM,2wVDWtLKXunswWecARNILj,6623794590627400453,1569786752,1569786741,ucW8m2bQ9pzu
