track_name,track_pop,artist,artist_pop,album,length,track_uri,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,rank,song_name,artist_name,total_likes_count,number_of_videos,number_of_videos_last_14days,youtube_platform_id,spotify_platform_id,tiktok_platform_id,itunes_platform_id,itunes_album_platform_id,song_guid
Pelele,73,Morad,77,Pelele,216827,spotify:track:5h5TUj8pU2WhdSeJx9BnX2,0.83,0.698,1.0,-5.549,0.0,0.163,0.224,0.00065,0.0761,0.825,144.929,audio_features,5h5TUj8pU2WhdSeJx9BnX2,spotify:track:5h5TUj8pU2WhdSeJx9BnX2,https://api.spotify.com/v1/tracks/5h5TUj8pU2WhdSeJx9BnX2,https://api.spotify.com/v1/audio-analysis/5h5TUj8pU2WhdSeJx9BnX2,216828.0,4.0,4001,MORAD - PELELE [VIDEO OFICIAL],Morad,26104930,227400,-200,pKx9-9pDQDw,5h5TUj8pU2WhdSeJx9BnX2,7044321578749790209,1601492492,1601492487,yqxhxMdio0iW
In The Party,54,Flo Milli,65,In The Party,137361,spotify:track:2JF8KwK1hH7MWxKcFdTlcg,0.88,0.556,9.0,-6.544,1.0,0.333,0.00874,0.0,0.217,0.422,135.012,audio_features,2JF8KwK1hH7MWxKcFdTlcg,spotify:track:2JF8KwK1hH7MWxKcFdTlcg,https://api.spotify.com/v1/tracks/2JF8KwK1hH7MWxKcFdTlcg,https://api.spotify.com/v1/audio-analysis/2JF8KwK1hH7MWxKcFdTlcg,141088.0,4.0,4002,Flo Milli - In The Party (Official Video),Flomilli,113080605,227334,-132,cqM0PAJaAxA,2JF8KwK1hH7MWxKcFdTlcg,6751415474803722242,1484563652,1484563651,70tBwF0UCoew
Coco,43,Wejdene,47,Coco,167997,spotify:track:593oNiMJ6d9PQkaOLOvIDo,0.586,0.594,1.0,-5.472,0.0,0.217,0.327,0.0,0.343,0.921,65.809,audio_features,593oNiMJ6d9PQkaOLOvIDo,spotify:track:593oNiMJ6d9PQkaOLOvIDo,https://api.spotify.com/v1/tracks/593oNiMJ6d9PQkaOLOvIDo,https://api.spotify.com/v1/audio-analysis/593oNiMJ6d9PQkaOLOvIDo,167997.0,5.0,4003,Wejdene - Coco (Clip Officiel),Wejdene,20618374,227300,-496,yiZeq3o-drA,593oNiMJ6d9PQkaOLOvIDo,6862934264321673217,1580550175,1580550171,CrVEMZ2zvVZn
Demain,42,Lyna Mahyem,48,Demain,192580,spotify:track:1Zi5GxlgleNSGs8VUfplqt,0.805,0.652,7.0,-6.716,0.0,0.053,0.202,0.0,0.147,0.377,124.038,audio_features,1Zi5GxlgleNSGs8VUfplqt,spotify:track:1Zi5GxlgleNSGs8VUfplqt,https://api.spotify.com/v1/tracks/1Zi5GxlgleNSGs8VUfplqt,https://api.spotify.com/v1/audio-analysis/1Zi5GxlgleNSGs8VUfplqt,192581.0,4.0,4004,Lyna Mahyem - Demain (Clip Officiel),Lyna Mahyem,7933444,227300,-840,kPc2X9Wd_D4,1Zi5GxlgleNSGs8VUfplqt,6674079253073496838,1534049060,1534049056,cmMz3DJw3mkv
Shizukana,64,Isshi Matsuriza,42,Shizukana,131786,spotify:track:63oFS9JTsvadCXUqwqA7p0,0.47,0.0593,7.0,-28.563,1.0,0.0355,0.99,0.934,0.104,0.178,113.418,audio_features,63oFS9JTsvadCXUqwqA7p0,spotify:track:63oFS9JTsvadCXUqwqA7p0,https://api.spotify.com/v1/tracks/63oFS9JTsvadCXUqwqA7p0,https://api.spotify.com/v1/audio-analysis/63oFS9JTsvadCXUqwqA7p0,131787.0,4.0,4006,original sound,👩ShiZuka👩,11586821,227200,-109,,63oFS9JTsvadCXUqwqA7p0,6607248843924835078,1619087122,1619087120,9HGaBNBMo24G
Fight Song,53,Rachel Platten,60,Fight Song,202506,spotify:track:1m0E5D8cOJyO1A2IBX4w4i,0.571,0.697,7.0,-5.467,1.0,0.081,0.0523,0.0,0.277,0.358,175.962,audio_features,1m0E5D8cOJyO1A2IBX4w4i,spotify:track:1m0E5D8cOJyO1A2IBX4w4i,https://api.spotify.com/v1/tracks/1m0E5D8cOJyO1A2IBX4w4i,https://api.spotify.com/v1/audio-analysis/1m0E5D8cOJyO1A2IBX4w4i,202507.0,4.0,4007,Rachel Platten - Fight Song (Official Video),Rachel Platten,29760973,227100,1724,xo1VInw-SKc,1m0E5D8cOJyO1A2IBX4w4i,248876954194571264,1061182684,1061182666,n6wZWbcEaZjR
B.I.B.O.,58,Dardan,69,B.I.B.O.,136000,spotify:track:5F3sqL2deoeV2kr8Vn9H4V,0.827,0.699,4.0,-4.802,0.0,0.0415,0.285,0.00915,0.3,0.806,136.996,audio_features,5F3sqL2deoeV2kr8Vn9H4V,spotify:track:5F3sqL2deoeV2kr8Vn9H4V,https://api.spotify.com/v1/tracks/5F3sqL2deoeV2kr8Vn9H4V,https://api.spotify.com/v1/audio-analysis/5F3sqL2deoeV2kr8Vn9H4V,136000.0,4.0,4008,DARDAN x NIMO - B.I.B.O.,MISTER DARDY & Nimo,35764125,227000,-244,zyqd65orx8A,5F3sqL2deoeV2kr8Vn9H4V,7005823314421746438,1581419006,1581418744,8WXUilxNBPN9
Girassol,13,Priscilla Alcantara,52,Quarentena Gospel,224725,spotify:track:3CM2R35a2O34R8F8vSoumF,0.333,0.512,9.0,-8.204,1.0,0.0528,0.129,0.0,0.111,0.152,152.489,audio_features,3CM2R35a2O34R8F8vSoumF,spotify:track:3CM2R35a2O34R8F8vSoumF,https://api.spotify.com/v1/tracks/3CM2R35a2O34R8F8vSoumF,https://api.spotify.com/v1/audio-analysis/3CM2R35a2O34R8F8vSoumF,224725.0,3.0,4010,Girassol,PRISCILLA,14958596,226810,68,iXZOfDGAj8M,3CM2R35a2O34R8F8vSoumF,6769284222566795265,1491220908,1491220903,xOZcQXKkoqAT
Lean Like A Cholo,55,Down A.K.A Kilo,33,The Definition Of An Ese,198217,spotify:track:5EQjO4dIVCU6FUKrmkJ13M,0.877,0.839,8.0,-3.988,1.0,0.275,0.102,0.0,0.0735,0.926,71.977,audio_features,5EQjO4dIVCU6FUKrmkJ13M,spotify:track:5EQjO4dIVCU6FUKrmkJ13M,https://api.spotify.com/v1/tracks/5EQjO4dIVCU6FUKrmkJ13M,https://api.spotify.com/v1/audio-analysis/5EQjO4dIVCU6FUKrmkJ13M,198217.0,5.0,4011,Down AKA Kilo - Lean Like A Cholo (Official Music Video),Down A.K.A. Kilo,29432892,226700,103900,7fpta-CXnhs,5EQjO4dIVCU6FUKrmkJ13M,6730020827942619137,1440223779,1440223774,DuqHSaaSqaOU
La Mejor Versión de Mi - Remix,75,NATTI NATASHA,71,La Mejor Versión de Mi (Remix),229333,spotify:track:2dy3TKVDEbIeWxeIb8JWqZ,0.735,0.712,11.0,-5.119,0.0,0.0326,0.732,0.0,0.302,0.894,131.938,audio_features,2dy3TKVDEbIeWxeIb8JWqZ,spotify:track:2dy3TKVDEbIeWxeIb8JWqZ,https://api.spotify.com/v1/tracks/2dy3TKVDEbIeWxeIb8JWqZ,https://api.spotify.com/v1/audio-analysis/2dy3TKVDEbIeWxeIb8JWqZ,229333.0,4.0,4012,Natti Natasha X Romeo Santos - La Mejor Versión De Mi (Remix) [Official Video],Natti Natasha,4470364,226700,1766,R9rVapGCf2c,2dy3TKVDEbIeWxeIb8JWqZ,6694704499463817217,1481916707,1481916695,owBbsojLWITE
