track_name,track_pop,artist,artist_pop,album,length,track_uri,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,rank,song_name,artist_name,total_likes_count,number_of_videos,number_of_videos_last_14days,youtube_platform_id,spotify_platform_id,tiktok_platform_id,itunes_platform_id,itunes_album_platform_id,song_guid
Ma Reine,50,Souf,46,Ma Reine,189660,spotify:track:2yK1M21AlQ3RLalAmM59Oi,0.736,0.457,3,-6.755,0,0.0423,0.61,0.0,0.146,0.722,124.922,audio_features,2yK1M21AlQ3RLalAmM59Oi,spotify:track:2yK1M21AlQ3RLalAmM59Oi,https://api.spotify.com/v1/tracks/2yK1M21AlQ3RLalAmM59Oi,https://api.spotify.com/v1/audio-analysis/2yK1M21AlQ3RLalAmM59Oi,189660,4,2801,Souf - Ma Reine (Clip Officiel),Souf,12279139,328300,9800,ISWdMAiibU4,2yK1M21AlQ3RLalAmM59Oi,7145159073636468737,1645873561,1645873555,SEk0KUEuOT5m
Calling My Phone,37,Lil Tjay,80,Destined 2 Win,205458,spotify:track:4evavy6jvqMtrdMgp9fdCz,0.908,0.388,4,-7.659,0,0.0553,0.443,2.26e-06,0.135,0.197,104.944,audio_features,4evavy6jvqMtrdMgp9fdCz,spotify:track:4evavy6jvqMtrdMgp9fdCz,https://api.spotify.com/v1/tracks/4evavy6jvqMtrdMgp9fdCz,https://api.spotify.com/v1/audio-analysis/4evavy6jvqMtrdMgp9fdCz,205458,4,2802,Lil Tjay - Calling My Phone (feat. 6LACK) [Official Video],Lil Tjay & 6lack,83920728,328046,5398,zzd4ydafGR0,4evavy6jvqMtrdMgp9fdCz,6907410938765413126,1551409732,1551409729,CYNY0KKb9uRb
Blood / / Water,0,grandson,65,Blood / / Water,216720,spotify:track:1rFAG22RkvaM6BlpWQoZ47,0.512,0.884,6,-5.659,0,0.168,0.0016,0.00215,0.0763,0.649,154.019,audio_features,1rFAG22RkvaM6BlpWQoZ47,spotify:track:1rFAG22RkvaM6BlpWQoZ47,https://api.spotify.com/v1/tracks/1rFAG22RkvaM6BlpWQoZ47,https://api.spotify.com/v1/audio-analysis/1rFAG22RkvaM6BlpWQoZ47,216721,4,2803,grandson: Blood // Water [OFFICIAL VIDEO],grandson,38485594,327096,-902,tjIwXKPGf80,1rFAG22RkvaM6BlpWQoZ47,6704953199519860738,1395470144,1395469718,gnJUZCty9oEs
Murder In My Mind - Sped Up,71,Kordhell,75,Murder In My Mind (Sped Up),115200,spotify:track:3T56drS7FjnZgGcOAHlXzx,0.598,0.994,2,-0.89,1,0.404,0.00364,0.0617,0.397,0.151,151.135,audio_features,3T56drS7FjnZgGcOAHlXzx,spotify:track:3T56drS7FjnZgGcOAHlXzx,https://api.spotify.com/v1/tracks/3T56drS7FjnZgGcOAHlXzx,https://api.spotify.com/v1/audio-analysis/3T56drS7FjnZgGcOAHlXzx,115200,4,2804,Murder In My Mind (Sped Up),KORDHELL,62872780,327032,767,Y8uY7ZAjz6Q,3T56drS7FjnZgGcOAHlXzx,7094458492110522369,1622680399,1622680387,VrvkFWVFfj6M
Never Ending Story,62,Gaten Matarazzo,44,"Stranger Things: Soundtrack from the Netflix Original Series, Season 3",125480,spotify:track:7r6xGsyES2DTacyP6O585i,0.438,0.489,0,-11.568,1,0.0465,0.0103,1.22e-05,0.442,0.182,136.077,audio_features,7r6xGsyES2DTacyP6O585i,spotify:track:7r6xGsyES2DTacyP6O585i,https://api.spotify.com/v1/tracks/7r6xGsyES2DTacyP6O585i,https://api.spotify.com/v1/audio-analysis/7r6xGsyES2DTacyP6O585i,125480,3,2805,"Gaten Matarazzo, Gabriella Pizzolo - Never Ending Story (Stranger Things 3 - Audio)",Gaten Matarazzo & Gabriella Pizzolo,124056276,327012,-3153,wE3fzo7xYv4,7r6xGsyES2DTacyP6O585i,6710336729104124677,1473579675,1473579672,qru1sta7JGkD
space girl,68,Frances Forever,47,space girl,231440,spotify:track:7FjIYiD53wxlQmzTT6Wdpf,0.669,0.395,9,-9.598,1,0.03,0.332,0.000196,0.37,0.196,125.979,audio_features,7FjIYiD53wxlQmzTT6Wdpf,spotify:track:7FjIYiD53wxlQmzTT6Wdpf,https://api.spotify.com/v1/tracks/7FjIYiD53wxlQmzTT6Wdpf,https://api.spotify.com/v1/audio-analysis/7FjIYiD53wxlQmzTT6Wdpf,231440,4,2806,Space Girl,frances forever,170162055,327000,-1900,X5IoQuWoP_E,7FjIYiD53wxlQmzTT6Wdpf,6805761702466947073,1544834651,1544834650,Abv4SXZYz6mt
Every Christmas Rock Song Played,32,Paradigm Gear Shift,18,Every Christmas Rock Song Played,375980,spotify:track:1DWAVDSQUTOWwH93Vd4FyM,0.612,0.266,4,-9.602,0,0.0299,0.666,0.0,0.51,0.284,74.937,audio_features,1DWAVDSQUTOWwH93Vd4FyM,spotify:track:1DWAVDSQUTOWwH93Vd4FyM,https://api.spotify.com/v1/tracks/1DWAVDSQUTOWwH93Vd4FyM,https://api.spotify.com/v1/audio-analysis/1DWAVDSQUTOWwH93Vd4FyM,375980,4,2808,Christmas standard song,3KTrack,24623630,326800,477,,1DWAVDSQUTOWwH93Vd4FyM,6817443890623154178,1059758082,1059757931,bYadDFmuBp3P
Take You There,0,Sean Kingston,68,Sean Kingston,236693,spotify:track:2YUv5bLhf4ena4JWVY0Lql,0.752,0.921,5,-4.321,0,0.0696,0.0182,0.0,0.256,0.634,115.033,audio_features,2YUv5bLhf4ena4JWVY0Lql,spotify:track:2YUv5bLhf4ena4JWVY0Lql,https://api.spotify.com/v1/tracks/2YUv5bLhf4ena4JWVY0Lql,https://api.spotify.com/v1/audio-analysis/2YUv5bLhf4ena4JWVY0Lql,236693,4,2809,Sean Kingston - Take You There (Video),Sean Kingston,26727862,326712,1047,axq1jQTk84w,2YUv5bLhf4ena4JWVY0Lql,242939230304546816,275820153,275820068,Y8q9RRYVYnwN
Rembulan Malam,58,Arief,56,Rembulan Malam,289970,spotify:track:3ey1VGfMOPmYLsyQZuLgKv,0.441,0.567,11,-7.285,0,0.029,0.506,0.0,0.259,0.179,183.832,audio_features,3ey1VGfMOPmYLsyQZuLgKv,spotify:track:3ey1VGfMOPmYLsyQZuLgKv,https://api.spotify.com/v1/tracks/3ey1VGfMOPmYLsyQZuLgKv,https://api.spotify.com/v1/audio-analysis/3ey1VGfMOPmYLsyQZuLgKv,289971,4,2810,Lagu Slow Rock Terbaru | Arief - Rembulan Malam | Official Music Video,Arief,9342953,326700,7466,9Hrq97AdO7Q,3ey1VGfMOPmYLsyQZuLgKv,7011382554347440130,1587323415,1587323284,9Y2tRdKt9uTJ
Втюрилась,44,Дора,48,Втюрилась,123862,spotify:track:575JDrZ0bLVMycVrcBNrhH,0.716,0.559,2,-6.649,0,0.0621,0.331,0.0,0.253,0.562,77.491,audio_features,575JDrZ0bLVMycVrcBNrhH,spotify:track:575JDrZ0bLVMycVrcBNrhH,https://api.spotify.com/v1/tracks/575JDrZ0bLVMycVrcBNrhH,https://api.spotify.com/v1/audio-analysis/575JDrZ0bLVMycVrcBNrhH,123863,4,2813,"дора — втюрилась (Премьера клипа, 2021)",Дора,54783146,326534,-940,FAAM7wdtXmg,575JDrZ0bLVMycVrcBNrhH,6863050266241959937,1528484752,1528484748,XkK5N3TIJ9cC
